countyCode,country,cityName,HotelName,star_rating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
QA,Qatar,Doha,Adam Plaza Hotel Apartments,2.0,Al Sahib Bin Abbad St Near Petrol Station And C Ring Road Najma Area Doha ,,"Adam Plaza Hotel Apartments is conveniently located in the popular Old Doha City area. The property features a wide range of facilities to make your stay a pleasant experience. Facilities like 24-hour front desk, 24-hour room service, facilities for disabled guests, express check-in/check-out, luggage storage are readily available for you to enjoy. All rooms are designed and decorated to make guests feel right at home, and some rooms come with non smoking rooms, air conditioning, heating, desk, telephone. Access to the hotel's fitness center will further enhance your satisfying stay. A welcoming atmosphere and excellent service are what you can expect during your stay at Adam Plaza Hotel Apartments.",97444984832,Luggage storage concierge elevator family room Laundry service airport transfer 24-hour front desk Wi-Fi in public areas 24-hour room service Business center Smoking area express check-in/check-out Restaurant Currency exchange coffee shop Facilities for disabled guests Room service dry cleaning car park meeting facilities safety deposit boxes,25.26631|51.54684,97444361100,,http://www.adamplazahotel.com
QA,Qatar,Doha,Inter Diplomat,2.0,"AL MUSEUM STREET, DOHA ",,"This hotel is situated in Doha, close to the National Museum of Qatar.

Built in 2000, this air-conditioned hotel has a total of 26 rooms on offer. Amongst the hotel's facilities count a reception with a safe and a currency exchange counter. Furthermore, the hotel includes a café, a nightclub and a restaurant. Room and laundry services are also available. A car park may also be used by guests arriving by car.

The rooms have an en suite bathroom and satellite/cable TV. The air conditioning is centrally regulated.

If arriving from the airport take a right and at the first set of traffic lights take another right. Pass over two crossings and take a left at the third crossing. This hotel is located just on the right-hand side.",,Hotel TV Centrally regulated air conditioning Room service Laundry service Air conditioning in public areas Hotel safe Currency exchange facilities Café Restaurant Nightclub,25.281889960169792|51.5175399184227,,00000,
QA,Qatar,Doha,Chairmen Hotel,3.0,Al Mansoura Najma 550 Doha P.O. Box 37303Al Mansoura NajimaDoha ,,"Chairmen Hotel is situated conveniently between Dohas Airport (8 km) and Dohas Business District (9 km). It is also just 3 km away from old-Dohas famous Souq Waqif (traditional Arabian market). With free WiFi offered throughout the property and free dedicated parking, youll remain connected during your stay.

The property is equipped with finely appointed rooms that feature ultra-comfy beds befitting of a 5-star hotel. All rooms include a flat-panel TV with connectivity to local and international programming. Some rooms also feature a lounge-seating area. All rooms come equipped with complimentary tea, coffee, and a kettle, as well as a private lavatory with complimentary toiletries and hair dryer.

Chairmen Hotel features a highly-rated restaurant featuring a variety of cuisines including Arabic, Filipino, Indian, and International fare. A well-equipped gym is also provided for all guests.

Chairmen Hotel offers fine meeting facilities. Its Pearl Meeting Room offers full-service facilities for meetings of up to 25 guests and offers audio-visual support. This room can also be outfitted for banquets of up to 40 guests.

The Chairmen Hotel proudly offers airport-hotel transfer bookings (for a fee), rental cars, and is happy to book a wide variety of excursions around Doha and its natural deserts. Please check your visa requirements before you travel. A shuttle to and from Doha International Airport can be arranged for a fee. This service is available between 07:00 hours and 22:00 hours. Please contact the hotel directly if you wish to make use of this service. Contact details can be found on the booking confirmation.",+97444260441,thermometers for guests provided by property Parking Restaurant Room service meeting/banquet facilities 24-hour front desk Fitness centre Non-smoking rooms Airport shuttle Business centre Laundry dry cleaning Facilities for disabled guests Family rooms breakfast in the room Ironing service Free parking internet services lift Safety Deposit Box Valet parking Currency exchange Spa and wellness centre Massage Packed lunches Car hire Heating Fax/photocopying Luggage storage wifi Free WiFi Air conditioning concierge service shuttle service (additional charge) airport shuttle (additional charge) shared lounge/TV area Daily housekeeping parking on site Private parking wifi available in all areas secured parking Accessible parking Wheelchair accessible Toilet with grab rails Higher level toilet Lower bathroom sink Emergency cord in bathroom Fruits airport pick up airport drop off Beauty Services Spa/wellness packages Back massage Full body massage Fitness Shuttle service 24-hour security Key access Security alarm Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available physical distancing rules followed property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered,25.26598|51.53765,+97444260444,37303,https://www.booking.com/hotel/qa/chairmen-doha.html
QA,Qatar,Doha,Kingsgate Hotel Doha,3.0,Ali Bin Abdallah Street Old Al GhanimDohaQatar 24310 ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Grand Hamad Street - 0.5 km / 0.3 mi <br /> Souq Waqif - 0.5 km / 0.3 mi <br /> Doha Port - 0.6 km / 0.4 mi <br /> Gold Souq - 0.7 km / 0.4 mi <br /> Doha Corniche - 0.8 km / 0.5 mi <br /> Abdulla Bin Zaid Al Mahmoud Islamic Cultural Center - 0.8 km / 0.5 mi <br /> Pouce - 0.8 km / 0.5 mi <br /> Souq Waqif Park - 0.9 km / 0.6 mi <br /> MIA Park - 1 km / 0.6 mi <br /> Museum of Islamic Art - 1 km / 0.6 mi <br /> Al Khoot Fort - 1.1 km / 0.7 mi <br /> Pearl Monument - 1.1 km / 0.7 mi <br /> Souq Waqif Art Gallery - 1.1 km / 0.7 mi <br /> Msheireb Museums - 1.2 km / 0.7 mi <br /> National Museum of Qatar - 1.5 km / 0.9 mi <br /> </p><p>The nearest airports are:<br />Hamad Intl. Airport (DOH) - 13.6 km / 8.4 mi<br /> Doha (DIA-Doha Intl.) - 6.2 km / 3.8 mi<br /> </p><p>The preferred airport for Kingsgate Hotel Doha by Millennium Hotels is Hamad Intl. Airport (DOH). </p>,"<p>HeadLine : Near Abdulla Bin Zaid Al Mahmoud Islamic Cultural Center</p><p>Location : When you stay at Kingsgate Hotel Doha by Millennium Hotels in Doha, you ll be connected to a shopping center, within a 10-minute walk of Grand Hamad Street and Souq Waqif.  This hotel is 0.4 mi (0.7 km) from Doha Corniche and 0.6 mi (1 km) from Museum of Islamic Art.</p><p>Rooms : Make yourself at home in one of the 140 individually decorated guestrooms, featuring kitchenettes with refrigerators and microwaves. 32-inch LCD televisions with satellite programming provide entertainment, while complimentary wireless Internet access keeps you connected. Conveniences include phones, as well as safes and minibars.</p><p>Dining : Enjoy a meal at Selection or snacks in the coffee shop/cafe. The hotel also offers room service (during limited hours). To-go breakfasts are available daily from 6:30 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards, debit cards, and cash</li><li>Safety features at this property include a carbon monoxide detector, a fire extinguisher, a smoke detector, a first aid kit, and window guards</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). Guests must contact the property with arrival details before travel, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival.</p>",974-4408-5666,Spa services on site Safe-deposit box at front desk Coffee/tea in common areas Snack bar/deli Number of coffee shops/cafes - 1 Laundry facilities Sauna elevator Concierge services Free WiFi Health club Designated smoking areas Number of indoor pools - 1 In-room accessibility (in select rooms) Free newspapers in lobby Full-service spa Accessible bathroom (in select rooms) 24-hour fitness facilities Airport transportation (surcharge) Luggage storage Wheelchair-accessible on-site restaurant Express check-out Billiards or pool table Multilingual staff Business center 24-hour front desk Breakfast available (surcharge) Wheelchair-accessible meeting spaces/business center Dry cleaning/laundry service Wheelchair accessible (may have limitations) Vending machine Wheelchair-accessible concierge desk Express check-in Number of meeting rooms - 1 Wheelchair-accessible path to elevator Wheelchair-accessible spa Wheelchair-accessible registration desk Limo or Town Car service available Wheelchair-accessible fitness center,25.286413|51.53862,974-4408-5555,24310,http://www.millenniumhotels.com/en/doha/kingsgate-hotel-doha/
QA,Qatar,Doha,Century Hotel Doha,4.0,Old Slata 820 Malik Bin Anas Refaa District 22367 Doha El Refaa District Old SlataEl Refaa DistrictDoha ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>National Museum of Qatar - 0.5 km / 0.3 mi <br /> Doha Corniche - 0.9 km / 0.5 mi <br /> MIA Park - 1.2 km / 0.7 mi <br /> Doha Port - 1.2 km / 0.8 mi <br /> Abdulla Bin Zaid Al Mahmoud Islamic Cultural Center - 1.4 km / 0.9 mi <br /> Grand Hamad Street - 1.4 km / 0.9 mi <br /> Souq Waqif - 1.5 km / 0.9 mi <br /> Gold Souq - 1.5 km / 0.9 mi <br /> Pouce - 1.6 km / 1 mi <br /> Museum of Islamic Art - 1.6 km / 1 mi <br /> Souq Waqif Park - 1.8 km / 1.1 mi <br /> Pearl Monument - 1.9 km / 1.2 mi <br /> Al Khoot Fort - 1.9 km / 1.2 mi <br /> Msheireb Museums - 2 km / 1.3 mi <br /> Souq Waqif Art Gallery - 2 km / 1.3 mi <br /> </p><p>The nearest airports are:<br />Hamad Intl. Airport (DOH) - 13.3 km / 8.2 mi<br /> Doha (DIA-Doha Intl.) - 7.4 km / 4.6 mi<br /> </p><p>The preferred airport for Century Hotel is Hamad Intl. Airport (DOH). </p>,"<p>HeadLine : Near National Museum of Qatar</p><p>Location : With a stay at Century Hotel, you ll be centrally located in Doha, a 6-minute walk from National Museum of Qatar and 11 minutes by foot from Doha Corniche.  This 4-star hotel is 1.3 mi (2.1 km) from Museum of Islamic Art and 1.9 mi (3 km) from Souq Waqif Art Gallery.</p><p>Rooms : Make yourself at home in one of the 215 air-conditioned rooms featuring minibars. Your pillowtop bed comes with Egyptian cotton sheets. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Private bathrooms with separate bathtubs and showers feature complimentary toiletries and hair dryers.</p><p>Dining : Satisfy your appetite for lunch or dinner at Monde Restaurant, a restaurant which specializes in international cuisine, or stay in and take advantage of the 24-hour room service. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 6 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts major credit cards; cash is not accepted</li><li>Safety features at this property include a carbon monoxide detector, a fire extinguisher, a smoke detector, a security system, a first aid kit, and window guards</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",974-44455110,Wheelchair accessible path of travel Conference space size (feet) - 1615 Concierge services Dry cleaning/laundry service Parking (limited spaces) Lockers available Conference space size (meters) - 150 Free wired Internet Free WiFi Number of bars/lounges - 1 Braille or raised signage Number of indoor pools - 1 In-room accessibility (in select rooms) Wheelchair accessible parking Roll-in shower (in select rooms) Tours/ticket assistance Accessible bathroom (in select rooms) Airport transportation (surcharge) Multilingual staff Conference center Breakfast available (surcharge) Laundry facilities elevator Fitness facilities Banquet hall Wheelchair accessible Ballroom Reception hall Express check-in Meeting rooms Television in common areas Health club Spa treatment room(s) Free newspapers in lobby Full-service spa Wedding services Area shuttle (surcharge) Luggage storage Porter/bellhop Business center 24-hour front desk Spa services on site Safe-deposit box at front desk Smoke-free property Snack bar/deli Sauna Steam room Free self parking Conference space Computer station,25.285769|51.547006,974-4445-5111,22367,http://www.centuryhoteldoha.com
QA,Qatar,Doha,Movenpick Hotel Doha,4.0,Corniche Road Doha ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Doha Corniche - 0.2 km / 0.1 mi <br /> Doha Port - 0.2 km / 0.2 mi <br /> National Museum of Qatar - 0.8 km / 0.5 mi <br /> MIA Park - 0.8 km / 0.5 mi <br /> Museum of Islamic Art - 1 km / 0.6 mi <br /> Box Park - 1.3 km / 0.8 mi <br /> Abdulla Bin Zaid Al Mahmoud Islamic Cultural Center - 1.4 km / 0.9 mi <br /> Pearl Monument - 1.5 km / 0.9 mi <br /> 7 Sculpture - 1.6 km / 1 mi <br /> Souq Waqif Park - 1.6 km / 1 mi <br /> Grand Hamad Street - 1.6 km / 1 mi <br /> Souq Waqif - 1.6 km / 1 mi <br /> Gold Souq - 1.6 km / 1 mi <br /> Pouce - 1.8 km / 1.1 mi <br /> Souq Waqif Art Gallery - 2 km / 1.2 mi <br /> </p><p>The nearest airports are:<br />Hamad Intl. Airport (DOH) - 13.1 km / 8.1 mi<br /> Doha (DIA-Doha Intl.) - 5.7 km / 3.5 mi<br /> </p><p>The preferred airport for Mövenpick Hotel Doha is Hamad Intl. Airport (DOH). </p>,"<p>HeadLine : Near Box Park</p><p>Location : Located in Doha, Mövenpick Hotel Doha is by the sea, within a 5-minute walk of Doha Corniche and Doha Port.  This 4-star hotel is 0.7 mi (1.2 km) from Museum of Islamic Art and 1.4 mi (2.2 km) from Souq Waqif Art Gallery.</p><p>Rooms : Make yourself at home in one of the 154 air-conditioned rooms featuring minibars and Smart televisions. Complimentary wired and wireless Internet access keeps you connected, and digital programming provides entertainment. Private bathrooms with bathtubs feature complimentary toiletries and bidets. Conveniences include safes and desks, and housekeeping is provided daily.</p><p>Dining : Stop by the hotel s restaurant for lunch, dinner, or brunch. Dining is also available at the coffee shop/cafe, and 24-hour room service is provided. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 6 AM to 10:30 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards; cash is not accepted</li><li>Safety features at this property include a fire extinguisher, a smoke detector, and a security system</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). To arrange pick-up, guests must contact the property 24 hours prior to arrival, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival.</p>",97-4-44291100,24-hour business center Designated smoking areas (fines apply) Snack bar/deli Number of coffee shops/cafes - 1 Laundry facilities Steam room elevator Free self parking Fitness facilities Terrace Concierge services Wheelchair accessible parking Free newspapers in lobby Roll-in shower (in select rooms) Accessible bathroom (in select rooms) Area shuttle (surcharge) Rooftop terrace Airport transportation (surcharge) Luggage storage Business center Personal motorized watercraft on site 24-hour front desk Breakfast available (surcharge) Golfing nearby Safe-deposit box at front desk Gift shops or newsstand Dry cleaning/laundry service Shopping on site Babysitting or childcare (surcharge) Number of meeting rooms - 2 Free WiFi Number of bars/lounges - 1 Health club Designated smoking areas Number of spa tubs - 1 Braille or raised signage Number of outdoor pools - 1 In-room accessibility (in select rooms),25.290348|51.544838,974-4-4291111,24220,http://www.movenpick.com/en/middle-east/qatar/doha/hotel-doha/overview
QA,Qatar,Doha,Souq Waqif Boutique Hotels - Tivoli,5.0,SOUQ WAQLF DOHA ,Souq Waqif: within 0 metre  Pearl Island: within 20000 metre  Islamic Museum of Art: within 500 metre ,"Located in the heart of Doha's buzzing landmark Souq Waqif, this hotel features an intricate d?cor and architecture, and allows its guests access to the extensive walkways of the monument. They will be within a 10-minute drive from Doha's Corniche and just 5 minutes on foot from the Museum of Islamic Art and the city centre. Doha Airport is a 15-minute drive away and Qatar National Muses is reachable within half that time. All rooms and suites of the hotel features traditional Arabic d?cor and are equipped with living rooms with plush sofas, flat-screen TVs and few even open to balconies overlooking Souq Waqif. What makes the venue really special is its host of personalized services including in-suite dining prepared by a private chef that will suit even the most ardent of tastes. Authentic spa where treatments that can be tailored based on the guests preferences and many others.",,Hairdryer TV Radio Hi-fi Kitchenette Minibar Microwave Ironing set Carpeted floors Individually adjustable air conditioning Safe Balcony Mobile phone coverage Transfer service Room service Laundry service Medical service Hotel American Express Diners Club MasterCard Visa Bathroom Shower Multilingual staff Air conditioning in public areas Hotel safe Currency exchange facilities Cloakroom Lift access Gym Café Restaurant Non-smoking area Smoking area Highchairs Air conditioning in Restaurant Business centre Sauna Steam bath Hot tub Massage Spa treatments Spa centre Breakfast Breakfast buffet Continental Breakfast À la carte lunch Set menu lunch À la carte dinner Set menu dinner,25.288535|51.531451,,1274,http://al-jasrahotel.com/
QA,Qatar,Doha,The St. Regis Doha,5.0,West Bay Doha 14435 ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Katara Beach - 1.1 km / 0.7 mi <br /> Doha Exhibition Center - 1.2 km / 0.7 mi <br /> Al Thuraya Planetarium - 1.3 km / 0.8 mi <br /> Arab Postal Stamps Museum - 1.7 km / 1.1 mi <br /> Gandhi s Three Monkeys - 1.8 km / 1.1 mi <br /> Qatar Opera House - 1.9 km / 1.2 mi <br /> Visual Art Center - 1.9 km / 1.2 mi <br /> Katara Cultural Village - 2 km / 1.3 mi <br /> Katara Art Center - 2.2 km / 1.4 mi <br /> Galeries Lafayette - 2.3 km / 1.4 mi <br /> Lagoona Mall - 4.1 km / 2.5 mi <br /> Ministry of Justice - 4.1 km / 2.6 mi <br /> Art 29 - 4.2 km / 2.6 mi <br /> Smoke Sculpture - 4.3 km / 2.6 mi <br /> City Centre Shopping Mall - 4.3 km / 2.7 mi <br /> </p><p>The nearest airports are:<br />Hamad Intl. Airport (DOH) - 23.9 km / 14.9 mi<br /> Doha (DIA-Doha Intl.) - 16.5 km / 10.2 mi<br /> </p><p>The preferred airport for The St. Regis Doha is Hamad Intl. Airport (DOH). </p>,"<p>HeadLine : Near Al Thuraya Planetarium</p><p>Location : A stay at The St. Regis Doha places you in the heart of Doha, within a 15-minute walk of Katara Beach and Doha Exhibition Center.  This 5-star hotel is 3.6 mi (5.8 km) from Doha Corniche and 3.2 mi (5.1 km) from City Centre Shopping Mall.</p><p>Rooms : Make yourself at home in one of the 335 guestrooms featuring iPod docking stations and flat-screen televisions. Your bed comes with down comforters and Egyptian cotton sheets. Cable programming and DVD players are provided for your entertainment, while complimentary wireless Internet access keeps you connected. Private bathrooms with separate bathtubs and showers feature rainfall showerheads and designer toiletries.</p><p>Dining : Grab a bite at Vine, one of the hotel s 7 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the coffee shop/cafe. Relax with a refreshing drink at the beach bar, the poolside bar, or one of 3 bars/lounges. Full breakfasts are available daily from 6 AM to 11 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>The name on the credit card used at check-in to pay for incidentals must be the primary name on the guestroom reservation</li><li>This property accepts credit cards and cash</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). To arrange pick-up, guests must contact the property 24 hours prior to arrival, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival.</p>",974-4-4460401,Conference space Free valet parking Pool cabanas (surcharge) Kayaking on site Hair salon Tennis on site Computer station Beach sun loungers Terrace ATM/banking Wheelchair accessible path of travel Pool sun loungers Conference space size (feet) - 43056 Concierge services Pilates classes on site Gift shops or newsstand Dry cleaning/laundry service Beach volleyball on site Babysitting or childcare (surcharge) Pool umbrellas Conference space size (meters) - 4000 Limo or Town Car service available Free WiFi Number of bars/lounges - 3 Number of poolside bars - 1 Number of outdoor pools - 1 Number of beach bars - 1 In-room accessibility (in select rooms) Wheelchair accessible parking Roll-in shower (in select rooms) Tours/ticket assistance Sailing on site Airport transportation (surcharge) On private beach Wheelchair-accessible on-site restaurant Outdoor tennis courts - 2 Visual alarms in hallways Multilingual staff Breakfast available (surcharge) Wheelchair-accessible meeting spaces/business center Coffee/tea in common areas Number of coffee shops/cafes - 1 Laundry facilities elevator Children's club (free) Fitness facilities Snorkeling on site Ballroom Wheelchair-accessible concierge desk Beach umbrellas Wheelchair-accessible van parking Assistive listening devices in meeting rooms Meeting rooms Valet for wheelchair-equipped vehicle Wheelchair-accessible spa Wheelchair-accessible registration desk Wheelchair-accessible fitness center Wheelchair-accessible pool Arcade/game room Spa treatment room(s) Garden Picnic area Free newspapers in lobby Full-service spa Wedding services Tennis lessons on site Volleyball on site Beach towels 24-hour fitness facilities Supervised childcare/activities (surcharge) Boat tours on site Yoga classes/instruction on site Luggage storage Porter/bellhop Business center 24-hour front desk Library Playground on site Spa services on site Safe-deposit box at front desk Smoke-free property Snack bar/deli Children's pool Sauna Steam room Free self parking,25.35031|51.528732,97444460000,14435,http://www.stregis.com/doha
SA,Saudi Arabia,Abha,Al Sooda Resort,1.0,Al Sooda Abha ,,"Al Sooda Resort is conveniently located in the popular Abha area. Featuring a complete list of amenities, guests will find their stay at the property a comfortable one. 24-hour room service, free Wi-Fi in all rooms, 24-hour security, taxi service, 24-hour front desk are on the list of things guests can enjoy. Guestrooms are fitted with all the amenities you need for a good night's sleep. In some of the rooms, guests can find towels, complimentary tea, carpeting, clothes rack, slippers. The hotel offers various recreational opportunities. Al Sooda Resort is an excellent choice from which to explore Abha or to simply relax and rejuvenate.",966172291488,24-hour front desk 24-hour room service 24-hour security car park coffee shop elevator express check-in/check-out family room free Wi-Fi in all rooms Newspapers Restaurant Room service safety deposit boxes shared lounge/TV area Smoking area taxi service Wi-Fi in public areas,18.29395|42.36064,966172291500,,http://www.syahya.com.sa/sooda.html
SA,Saudi Arabia,Al Khobar,Durrat Al Sharq Suites 3 Hotel,1.0,Prince Majid Street Al Khobar Al ShamaliaAl Khobar ,,"Durrat Al Sharq Suites 3 Hotel is perfectly located for both business and leisure guests in Al-Khobar. The hotel offers a wide range of amenities and perks to ensure you have a great time. Facilities like Wi-Fi in public areas, elevator are readily available for you to enjoy. Some of the well-appointed guestrooms feature mini bar, satellite/cable TV, refrigerator, in room safe, washing machine. The hotel offers various recreational opportunities. A welcoming atmosphere and excellent service are what you can expect during your stay at Durrat Al Sharq Suites 3 Hotel.",,Wi-Fi in public areas elevator,26.28621|50.21783,,,
SA,Saudi Arabia,Abha,La Fontaine Sarat Abha Hotel,2.0,Al Sooda Road Al Khaldiyah District Al Khaldiyah DistrictAbha 52935 ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Waterfall Park - 4.9 km / 3.1 mi <br /> Abha Cultural Arena - 3.4 km / 2.1 mi <br /> Reservoir Park - 4.5 km / 2.8 mi <br /> Tuesday Traditional Market - 5 km / 3.1 mi <br /> Muftaha Theatre - 5.6 km / 3.5 mi <br /> Muftaha Museum - 5.6 km / 3.5 mi <br /> Shada Palace - 5.8 km / 3.6 mi <br /> Aseer National Park - 6.2 km / 3.9 mi <br /> Abu Khayal Garden Park - 7.2 km / 4.5 mi <br /> Abha Lake - 7.2 km / 4.5 mi <br /> Andalus Park - 7.8 km / 4.9 mi <br /> Rihana Mall - 9 km / 5.6 mi <br /> Al Salam Theme Park - 10.8 km / 6.7 mi <br /> King Khalid University - 15.4 km / 9.6 mi <br /> Jabal Sawda - 18.3 km / 11.4 mi <br /> </p><p>The preferred airport for La Fontaine Sarat Abha Hotel is Abha (AHB) - 25 km / 15.5 mi </p>,"<p>HeadLine : Near Abha Cultural Arena</p><p>Location : Located in Abha, La Fontaine Sarat Abha Hotel is a 5-minute drive from Abha Cultural Arena and 6 minutes from Reservoir Park.  This hotel is 2.9 mi (4.6 km) from Waterfall Park and 3.1 mi (5 km) from Tuesday Traditional Market.</p><p>Rooms : Make yourself at home in one of the 41 air-conditioned rooms featuring fireplaces and LCD televisions. Complimentary wireless Internet access is available to keep you connected. Conveniences include phones, as well as safes and desks.</p><p>Dining : Enjoy a meal at the restaurant or snacks in the hotel s coffee shop/café. Mingle with other guests at the complimentary reception, held daily.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards</li><li>Safety features at this property include a fire extinguisher, a smoke detector, a security system, a first aid kit, and window guards</li><li>Please note that cultural norms and guest policies may differ by country and by property; the policies listed are provided by the property</li>  </ul></p><p>Special Instructions : Front desk staff will greet guests on arrival.</p>",966-12-6521444,Safe-deposit box at front desk Free reception Terrace Luggage storage Newspapers in lobby (surcharge) Fitness facilities Concierge services 24-hour front desk Porter/bellhop Meeting rooms Tours/ticket assistance Accessible bathroom Free self parking Free WiFi Wheelchair accessible parking Airport transportation (surcharge) Smoke-free property Number of coffee shops/cafes - 1,18.229889|42.467684,966-12-6521444,52935,
SA,Saudi Arabia,Al Khobar,Mawasim Al Shargayah Al Aqrabiya,2.0,Al Dhahran Road Behind Saco Mall Behind SACO MallAl Khobar ,Distances are calculated in a straight line from the property&apos;s location to the point of interest or attraction  and may not reflect actual travel distance. &lt;br /&gt;&lt;br /&gt; Distances are displayed to the nearest 0.1 mile and kilometer. &lt;p&gt;Al Rashed Mall - 1.4 km / 0.9 mi &lt;br /&gt;Al Khobar Water Tower - 2.8 km / 1.8 mi &lt;br /&gt;Khobar Corniche - 2.8 km / 1.8 mi &lt;br /&gt;Alturki Tower - 3.2 km / 2 mi &lt;br /&gt;U.S. Consulate General Dhahran - 4.5 km / 2.8 mi &lt;br /&gt;Scitech Museum - 5 km / 3.1 mi &lt;br /&gt;King Fahd University of Petroleum and Minerals - 5.4 km / 3.3 mi &lt;br /&gt;Lulu Park - 7.2 km / 4.5 mi &lt;br /&gt;Rolling Hills Golf Course - 7.8 km / 4.8 mi &lt;br /&gt;King Fahd Park - 13.3 km / 8.3 mi &lt;br /&gt;Azizyiah Fun Town - 14.2 km / 8.8 mi &lt;br /&gt;Dhahran International Exhibition Centre - 14.8 km / 9.2 mi &lt;br /&gt;Dammam Public Library and National Museum - 17.6 km / 10.9 mi &lt;br /&gt;Al Waha Mall - 17.8 km / 11.1 mi &lt;br /&gt;Prince Mohammad Bin Fahd Amusement Park - 19.1 km / 11.9 mi &lt;br /&gt;&lt;/p&gt;&lt;p&gt;The nearest airports are:&lt;br /&gt;Dammam (DMS-Saptco Bus Station) - 1.8 km / 1.1 mi&lt;br /&gt;Manama (BAH-Bahrain Intl.) - 43.7 km / 27.1 mi&lt;br /&gt;Dammam (DMM-King Fahd Intl.) - 44.5 km / 27.6 mi&lt;br /&gt;&lt;/p&gt;&lt;p&gt;The preferred airport for Mawasim Al Shargayah Al Aqrabiya is Dammam (DMM-King Fahd Intl.). &lt;/p&gt;,"<p><b>Property Location</b> <br />When you stay at Mawasim Al Shargayah Al Aqrabiya in Al Khobar, you''ll be near the airport and convenient to Al Rashed Mall and Al Khobar Water Tower. This hotel is within close proximity of Khobar Corniche and Scitech Museum.</p><p><b>Rooms</b> <br />Make yourself at home in one of the 18 guestrooms. Complimentary wireless Internet access is available to keep you connected. Bathrooms have showers and hair dryers.</p><p><b>Business, Other Amenities</b> <br />Featured amenities include dry cleaning/laundry services and an elevator (lift).</p>",(86) 5926563111,Private bathrooms Air Condition in rooms Air Conditioned Microwave (on request) Fridge (On Request) Separate sitting area Separate living room Separate dining area Separate bedroom Room service Free Wireless Internet access Free self parking Free Wireless Internet access (inroom) Television in lobby Television Telephone TV Channels Hair dryer (on request) Dry cleaning / laundry service Free Newspaper Shower Self Laundry Pets Not Allowed Wireless Internet Access Luggage storage Family rooms Kitchen designated smoking area Multilingual staff Car Parking Elevator / Lift,26.28642|50.19486,(86) 5926563111,34446,
