code,icao,name,city_code,country,city,state,county
KLK,HKFG,Kalokol,KLK,KE,,,
KLL,9Z8,Levelock,KLL,US,,,
KLM,OINE,Kalaleh,KLM,IR,Kalaleh,Golestan,
KLN,PALB,Larsen SPB,KLN,US,,,
KLO,RPVK,Kalibo International Airport,KLO,PH,"Brgy. Nalook, kalibo",Western Visayas,Province of Aklan
KLP,,Kelp Bay,KLP,US,,,
KLQ,WIPV,Keluang,KLQ,ID,Sekayu,South Sumatra,
KLR,ESMQ,Kalmar Oland Airport,KLR,SE,Rinkabyholm,Kalmar,Kalmar Kommun
KLS,KKLS,Longview,KLS,US,,,
KLT,,Kaiserslautern,KLT,DE,Kaiserslautern,Rheinland-Pfalz,
KLU,LOWK,Klagenfurt Airport,KLU,AT,Klagenfurt am Woerthersee,Carinthia,Klagenfurt am Woerthersee
KLV,LKKV,Karlovy Vary Airport,KLV,CZ,Dalovice,Karlovarsky,
KLW,PAKW,Klawock Airport,KLW,US,,,
KLX,LGKL,Kalamata Airport,KLX,GR,Thouria,Peloponnese,Nomos Messinias
KLY,FZOD,Kalima,KLY,CD,,,
KLZ,FAKZ,Kleinzee,KLZ,ZA,Port Nolloth,Northern Cape,Namakwa District Municipality
KMA,AYKM,Kerema,KMA,PG,,,
KMB,AYON,Koinambe,KMB,PG,,,
KMC,OEKK,King Khalid Military,KMC,SA,Hajrat al Khinbish,,
KME,HRZA,Kamembe,KME,RW,Cyangugu,Western Province,
KMF,AYKD,Kamina,KMF,PG,,,
KMG,ZPPP,Kunming Changshui International Airport,KMG,CN,Qidian,Yunnan,
KMH,FAKU,Kuruman,KMH,ZA,Kuruman,Northern Cape,John Taolo Gaetsewe District Municipality
KMI,RJFM,Miyazaki Airport,KMI,JP,Miyazaki-shi,Miyazaki,
KMJ,RJFT,Kumamoto Airport,KMJ,JP,Ozu,Kumamoto,
KMK,FCPA,Makabana,KMK,CG,,,
KML,YKML,Kamileroi,KML,AU,,,
KMM,,Kimam,KMM,ID,,,
KMN,FZSA,Kamina,KMN,CD,Kamina,Katanga,
KMO,PAMB,Manokotak SPB,KMO,US,,,
KMP,FYKT,J.G.H. Van Der Wath,KMP,NA,Keetmanshoop,Karas,
KMQ,RJNK,Komatsu Airport,KMQ,JP,Komatsu,Ishikawa,
KMR,AYRI,Karimui,KMR,PG,,,
KMS,DGSI,Kumasi Airport,KMS,GH,Tafo,Ashanti,
KMT,,Kampot,KMT,KH,Kampot,Kampot,
KMU,HCMK,Kismayu,KMU,SO,Kismayo,Lower Juba,
KMV,VYKL,Kalemyo Airport,KMV,MM,Falam,Chin,
KMW,UUBA,Sokerkino,KMW,RU,Kostroma,Kostroma,Kostromskoy Rayon
KMX,OEKM,Khamis Mushait,KMX,SA,Khamis Mushait,Mintaqat `Asir,
KMY,,Moser Bay,KMY,US,,,
KMZ,FLKO,Kaoma,KMZ,ZM,Kaoma,Western,
KNA,SCVM,Vina del Mar,KNA,CL,Vina del Mar,Valparaiso,Provincia de Valparaiso
KNB,,Kanab,KNB,US,Kanab,Utah,Kane County
KND,FZOA,Kindu,KND,CD,,,
KNE,AYKJ,Kanainj,KNE,PG,,,
KNF,EGYM,Marham RAF,KNF,GB,King's Lynn,England,Norfolk
KNG,WASK,Kaimana Airport,KNG,ID,Kaimana,West Papua,
KNH,RCBS,Kinmen Airport,KNH,TW,Jincheng,Fukien,Kinmen
KNI,YKNG,Katanning,KNI,AU,Katanning,Western Australia,Katanning
KNJ,FCBK,Kindamba,KNJ,CG,Kinkala,Pool,
KNK,PFKK,Kokhanok Airport,KNK,US,,,
KNL,,Kelanoa,KNL,PG,,,
KNM,FZTK,Kaniama,KNM,CD,Gandajika,Kasai-Oriental,
KNN,GUXN,Kankan,KNN,GN,Kankan,Kankan,Kankan Prefecture
KNO,WIMM,Kuala Namu International Airport,MES,ID,Percut,North Sumatra,
KNP,FNCP,Capanda,KNP,AO,,,
KNQ,NWWD,Kone,KNQ,NC,Kone,North Province,Kone
KNR,OIBJ,Jam,KNR,IR,Jam,Bushehr,
KNS,YKII,King Island Airport,KNS,AU,Currie,Tasmania,King Island
KNT,KTKX,Municipal,KNT,US,Kennett,Missouri,Dunklin County
KNU,VICX,Kanpur Airport,KNU,IN,Kanpur,Uttar Pradesh,Kanpur
KNV,,Knights Inlet,KNV,CA,,,
KNW,PANW,New Stuyahok,KNW,US,,,
KNX,YPKU,Kununurra Airport,KNX,AU,,,
KNY,UNKI,Kodinsk Airport,KNY,RU,,,
KNZ,GAKA,Kenieba,KNZ,ML,Dire,,
KOA,PHKO,Kona International Airport at Keahole,KOA,US,,,
KOC,NWWK,Koumac,KOC,NC,Koumac,North Province,Koumac
KOD,,Kotabangun,KOD,ID,Sebulu,East Kalimantan,
KOE,WATT,El Tari Airport,KOE,ID,Penfui,East Nusa Tenggara,
KOF,FAKP,Komatipoort,KOF,ZA,,,
KOG,,Khong,KOG,LA,Khong Chiam,Changwat Ubon Ratchathani,
KOH,YKLA,Koolatah,KOH,AU,,,
KOI,EGPA,Kirkwall Airport,KOI,GB,,,
KOJ,RJFK,Kagoshima Airport,KOJ,JP,Kajiki,Kagoshima,
KOK,EFKK,Kruunupyy Airport,KOK,FI,Kronoby,Ostrobothnia,Jakobstadsregionen
KOL,,Koumala,KOL,CF,,,
KOM,AYOO,Komo-Manda,KOM,PG,,,
KON,,Kontum,KON,VN,Kon Tum,Kon Tum,
KOO,FZRQ,Kongolo,KOO,CD,Kongolo,Katanga,
KOP,VTUW,Nakhon Phanom Airport,KOP,TH,,,
KOQ,EDCK,Koethen,KOQ,DE,Edderitz,Saxony-Anhalt,
KOR,AYRO,Kokoro,KOR,PG,,,
KOS,VDSV,Sihanouk International Airport,KOS,KH,Sihanoukville,Preah Sihanouk,
KOT,PFKO,Kotlik Airport,KOT,US,,,
KOU,FOGK,Koulamoutou,KOU,GA,Koulamoutou,Ogooue-Lolo,
KOV,UACK,Kokshetau Airport,KOV,KZ,Kokshetau,Aqmola,
KOW,ZSGZ,Ganzhou Airport,KOW,CN,Ganzhou,Jiangxi Sheng,
KOX,WABN,Kokonao,KOX,ID,,,
KOY,KOY,Olga Bay SPB,KOY,US,,,
KOZ,,Ouzinkie SPB,KOZ,US,,,
KPA,AYKG,Kopiago,KPA,PG,,,
KPB,KPB,Point Baker SPB,KPB,US,,,
KPC,PAPC,Port Clarence,KPC,US,,,
KPD,,King Of Prussia,KPD,US,King of Prussia,Pennsylvania,Montgomery County
KPE,AYYP,Yapsiei,KPE,PG,,,
KPF,AYDL,Kondubol,KPF,PG,,,
KPG,,Kurupung,KPG,GY,,,
KPH,,Pauloff Harbor SPB,KPH,US,,,
KPI,WBGP,Kapit,KPI,MY,,,
KPK,,Parks SPB,KPK,US,,,
KPL,,Kapal,KPL,PG,,,
KPM,AYAQ,Kompiam,KPM,PG,,,
KPN,PAKI,Kipnuk SPB,KPN,US,,,
KPO,RKTH,Pohang Airport,KPO,KR,Pohang,Gyeongsangbuk-do,
KPP,YKPR,Kalpowar,KPP,AU,,,
KPR,KPR,Port Williams SPB,KPR,US,,,
KPS,YKMP,Kempsey,KPS,AU,Kempsey,New South Wales,Kempsey
KPT,06U,Jackpot,KPT,US,Jackpot,Nevada,Elko County
KPV,PAPE,Perryville SPB,KPV,US,,,
KPW,UHMK,Keperveyem Airport,KPW,RU,Bilibino,Chukotskiy Avtonomnyy Okrug,Bilibinskiy Rayon
KPY,KPY,Port Bailey SPB,KPY,US,,,
KQA,KQA,Akutan,KQA,US,,,
KQH,VIKG,Kishangarh Airport,KQH,IN,Kishangarh,Rajasthan,Ajmer
KQL,AYOL,Kol,KQL,PG,,,
KQR,,Karara Airport,KQR,AU,,,
KQT,UTDT,Qurghonteppa International Airport,KQT,TJ,Bustonqal'a,Khatlon,
KRA,YKER,Kerang,KRA,AU,,,
KRB,YKMB,Karumba Airport,KRB,AU,,,
KRC,WIPH,Kerinci,KRC,ID,Siulakderasmudik,Jambi,
KRD,YKUR,Kurundi,KRD,AU,,,
KRE,HBBO,Kirundo,KRE,BI,Uvira,South Kivu,
KRF,ESNK,Kramfors Airport,KRF,SE,Bollstabruk,Vaesternorrland,Kramfors Kommun
KRG,SYKS,Karasabai,KRG,GY,,,
KRI,AYKK,Kikori,KRI,PG,,,
KRJ,AYQA,Karawari,KRJ,PG,,,
KRK,EPKK,J. Paul II International Airport Krakow-Balice,KRK,PL,Balice,Lesser Poland Voivodeship,Powiat krakowski
KRL,ZWKL,Korla Airport,KRL,CN,Sayibage,Xinjiang Uygur Zizhiqu,
KRM,SYKR,Karanambo,KRM,GY,,,
KRN,ESNQ,Kiruna Airport,KRN,SE,Kiruna,Norrbotten,Kiruna Kommun
KRO,USUU,Kurgan Airport,KRO,RU,Kurgan,Kurgan,
KRP,EKKA,Karup Airport,KRP,DK,Karup,Central Jutland,Viborg Kommune
KRQ,UKCK,Kramatorsk,KRQ,UA,Kramators'k,Donetsk,
KRR,URKK,Krasnodar International Airport,KRR,RU,Pashkovskiy,Krasnodarskiy,
KRS,ENCN,Kristiansand Airport,KSU,NO,Justvik,Vest-Agder,Kristiansand
KRT,HSSS,Khartoum International Airport,KRT,SD,Khartoum,Khartoum,
KRU,AYEA,Kerau,KRU,PG,,,
KRV,,Kerio Valley,KRV,KE,,,
KRW,UTAK,Turkmanbashi Airport,KRW,TM,Turkmenbasy,Balkan,
KRX,AYKR,Kar Kar,KRX,PG,,,
KRY,ZWKM,Karamay Airport,KRY,CN,,,
KRZ,FZBT,Kiri,KRZ,CD,Inongo,Bandundu,
KSA,PTSA,Kosrae Airport,KSA,FM,Tafunsak,Kosrae,Tafunsak Municipality
KSB,AYNM,Kasanombe,KSB,PG,,,
KSC,LZKZ,Barca Airport,KSC,SK,Kosice,Kosicky,
KSD,ESOK,Karlstad Airport,KSD,SE,Karlstad,Vaermland,Karlstads Kommun
KSE,HUKS,Kasese Airport,KSE,UG,Kasese,Western Region,Kasese District
KSF,EDVK,Kassel-Calden Airport,KSF,DE,Calden,Hesse,Regierungsbezirk Kassel
KSG,,Kisengan,KSG,PG,,,
KSH,OICC,Kermanshah Airport,KSH,IR,Kermanshah,Kermanshah,
KSI,GUKU,Kissidougou,KSI,GN,Kissidougou,Faranah,Kissidougou
KSJ,LGKS,Kasos Island Airport,KSJ,GR,Fry,South Aegean,Nomos Dodekanisou
KSK,ESKK,Karlskoga,KSK,SE,Karlskoga,OErebro,Karlskoga Kommun
KSL,HSKA,Kassala Airport,KSL,SD,Kassala,Kassala,
KSM,PASM,Saint Mary's Airport,KSM,US,,,
KSN,UAUU,Kostanay Airport,KSN,KZ,Kostanay,Qostanay,
KSO,LGKA,Aristoteles Airport,KSO,GR,Argos Orestiko,West Macedonia,Nomos Kastorias
KSP,AYOP,Kosipe,KSP,PG,,,
KSQ,UTSK,Karshi Airport,KSQ,UZ,Qarshi,Qashqadaryo,
KSR,WAWH,Federal No 1,KSR,US,,,
KSS,GASK,Sikasso,KSS,ML,Sikasso,Sikasso,
KST,HSKI,Kosti,KST,SD,Rabak,White Nile,
KSU,ENKB,Kristiansund Airport Kvernberget,KSU,NO,Rensvik,More og Romsdal,Kristiansund
KSV,YSPV,Springvale,KSV,AU,,,
KSW,LLKS,Kiryat Shmona,KSW,IL,Qiryat Shemona,Northern District,
KSX,AYYR,Yasuru,KSX,PG,,,
KSY,LTCF,Kars Airport,KSY,TR,Kars,Kars,
KSZ,ULKK,Kotlas Airport,KSZ,RU,Kotlas,Arkhangelskaya,
KTA,YPKA,Karratha Airport,KTA,AU,Nickol,Western Australia,Roebourne
KTB,KTB,Thorne Bay,KTB,US,,,
KTC,,Katiola,KTC,CI,Katiola,Vallee du Bandama,
KTD,RORK,Kitadaito,KTD,JP,,,
KTE,WMKE,Kerteh Airport,KTE,MY,Kertih,Terengganu,
KTF,NZTK,Takaka,KTF,NZ,Takaka,Tasman,Tasman District
KTG,WIOK,Ketapang Airport,KTG,ID,Ketapang,West Kalimantan,
KTH,AK56,SPB,KTH,US,,,
KTI,VDKT,Kratie,KTI,KH,Kratie,Kratie,
KTJ,HKTB,Kichwa Tembo Airport,KTJ,KE,Narok,,
KTK,,Kanua,KTK,PG,,,
KTL,HKKT,Kitale Airport,KTL,KE,Kitale,Trans Nzoia,
KTM,VNKT,Tribhuvan International Airport,KTM,NP,,,
KTN,PAKT,Ketchikan International Airport,KTN,US,,,
KTO,SYKT,Kato,KTO,GY,,,
KTP,MKTP,Tinson,KIN,JM,Kingston,Kingston,
KTQ,EFIT,Kitee,KTQ,FI,Kitee,North Karelia,Keski-Karjala
KTR,YPTN,Tindal,KTR,AU,,,
KTS,PFKT,Brevig Mission Airport,KTS,US,,,
KTT,EFKT,Kittila Airport,KTT,FI,Kittilae,Lapland,Tunturi-Lappi
KTU,VIKO,Kota,KTU,IN,Baran,Rajasthan,Baran
KTV,SVKM,Kamarata,KTV,VE,,,
KTW,EPKT,Katowice International Airport,KTW,PL,Ozarowice,Silesian Voivodeship,Powiat tarnogorski
KTX,GAKO,Koutiala,KTX,ML,Koutiala,Sikasso,
KTY,VCCN,Katukurunda Slaf Base,KTY,LK,Talpe,Southern,
KUA,WMKD,Sultan Haji Ahmad Shah Airport,KUA,MY,Kuantan,Pahang,
KUC,NGKT,Kuria,KUC,KI,,,
KUD,WBKT,Kudat Airport,KUD,MY,Kudat,Sabah,
KUE,AGKU,Kukundu,KUE,SB,,,
KUF,UWWW,Kurumoch International Airport,KUF,RU,Bereza,Samara,
KUG,YKUB,Kubin Island,KUG,AU,Kubin,Queensland,Moa Island
KUH,RJCK,Kushiro Airport,KUH,JP,Kushiro,Hokkaido,
KUI,,Kawau Island,KUI,NZ,Warkworth,Auckland,Auckland
KUJ,,Kushimoto,KUJ,JP,Shingu,Wakayama,
KUK,PFKA,Kasigluk Airport,KUK,US,,,
KUL,WMKK,Kuala Lumpur International Airport,KUL,MY,Kampung Baharu Nilai,Negeri Sembilan,
KUM,RJFC,Yakushima Airport,KUM,JP,,,
KUN,EYKA,Kaunas Airport,KUN,LT,Kaunas,Kauno apskritis,Kaunas
KUO,EFKU,Kuopio Airport,KUO,FI,Siilinjaervi,Northern Savo,Kuopio
KUP,,Kupiano,KUP,PG,,,
KUQ,AYKU,Kuri,KUQ,PG,,,
KUR,,Kuran-O-Munjan,KUR,AF,Maymay,Badakhshan,
KUS,BGKK,Kulusuk Airport,KUS,GL,Tasiilaq,Sermersooq,
KUT,UGKO,Kutaisi International Airport,KUT,GE,Kutaisi,Imereti,
KUU,VIBR,Bhuntar Airport,KUU,IN,Kulu,Himachal Pradesh,Kulu
KUV,RKJK,Gunsan Airport,KUV,KR,Kunsan,Jeollabuk-do,
KUW,,Kugururok River,KUW,US,,,
KUX,AYUY,Kuyol,KUX,PG,,,
KUY,AYKS,Kamusi Airport,KUY,PG,,,
KUZ,,Gunsan Airbase,KUZ,KR,Kang-neung,Gangwon-do,
KVA,LGKV,Kavala International Airport,KVA,GR,Nea Karya,East Macedonia and Thrace,Nomos Kavalas
KVB,ESGR,Skovde,KVB,SE,Stopen,Vaestra Goetaland,Skovde Kommun
KVC,PAVC,King Cove,KVC,US,,,
KVE,,Kitava,KVE,PG,,,
KVG,AYKV,Kavieng Airport,KVG,PG,,,
KVK,ULMK,Kirovsk Airport,KVK,RU,Kirovsk,Murmansk,
KVL,PAVL,Kivalina Airport,KVL,US,,,
KVM,UHMO,Markovo Airport,KVM,RU,,,
KVO,LYKV,Morava Airport,KVO,RS,Kraljevo,Central Serbia,Raski Okrug
KVR,UHWK,Kavalerovo,KVR,RU,Kavalerovo,Primorskiy,
KVU,,Korolevu,KVU,FJ,,,
KVX,USKK,Kirov Airport,KVX,RU,Strizhi,Kirov,
KWA,PKWA,Kwajalein Airport,KWA,MH,Ebaye,Kwajalein Atoll,
KWB,WARU,Karimunjawa,KWB,ID,,,
KWD,,Kawadjia,KWD,CF,Dofa,Maluku Utara,
KWE,ZUGY,Guiyang Longdongbao International Airport,KWE,CN,Guiyang,Guizhou Sheng,
KWF,KWF,Waterfall SPB,KWF,US,,,
KWG,UKDR,Krivoy Rog,KWG,UA,Lozuvatka,Kirovohrad,
KWH,OAHN,Khwahan,KWH,AF,Quchanghi,Daykundi,
KWI,OKBK,Kuwait International Airport,KWI,KW,Janub as Surrah,Al Farwaniyah,
KWJ,RKJJ,Gwangju Airport,KWJ,KR,Gwangju,Gwangju,
KWK,PAGG,Kwigillingok Airport,KWK,US,,,
KWL,ZGKL,Guilin Liangjiang International Airport,KWL,CN,Guilin,Guangxi Zhuangzu Zizhiqu,
KWM,YKOW,Kowanyama,KWM,AU,,,
KWN,PAQH,Kwinhagak Airport,KWN,US,,,
KWO,AYKW,Kawito,KWO,PG,,,
KWP,KWP,Village SPB,KWP,US,,,
KWR,,Kwai Harbour,KWR,SB,,,
KWS,AGKW,Kwailabesi Aerodrom,KWS,SB,,,
KWT,PFKW,Kwethluk Airport,KWT,US,,,
KWU,,Mansion House,KWU,NZ,Kowloon,Kowloon City,
KWV,,Kurwina,KWV,PG,,,
KWX,,Kiwai Island,KWX,PG,,,
KWY,,Kiwayu,KWY,KE,,,
KWZ,FZQM,Kolwezi,KWZ,CD,Kolwezi,Katanga,
KXA,KXA,Kasaan SPB,KXA,US,,,
KXB,WAWP,Sangia Nibandera Airport,PUM,ID,Kolaka,Sulawesi Tenggara,
KXD,,Kondinskoye Airport,KXD,RU,Kondinskoye,Khanty-Mansiyskiy Avtonomnyy Okrug,
KXE,FAKD,Klerksdorp,KXE,ZA,Klerksdorp,North-West,Dr Kenneth Kaunda District Municipality
KXF,NFNO,Koro Island,KXF,FJ,,,
KXK,UHKK,Khurba Airport,KXK,RU,Khurba,Khabarovsk Krai,
KXO,HUKI,Kisoro Airport,KXO,UG,,,
KXR,,Karoola,KXR,PG,,,
KXU,NTKT,Katiu,KXU,PF,,,
KYA,LTAN,Konya Airport,KYA,TR,Asagipinarbasi,Konya,
KYB,YKBA,Ken's Bore,KYB,AU,,,
KYD,RCLY,Orchid Island,KYD,TW,Hengchun,Taiwan,
KYE,OLKA,Kleyate,KYE,LB,Halba,Aakkar,
KYF,YYLR,Yeelirrie,KYF,AU,,,
KYI,YYTA,Yalata Mission,KYI,AU,,,
KYK,PAKY,Karluk,KYK,US,,,
KYL,,Port Largo,KYL,US,Key Largo,Florida,Monroe County
KYN,,Milton Keynes,KYN,GB,Loughton,England,Milton Keynes
KYO,X39,Topp Of Tampa,TPA,US,Wesley Chapel,Florida,Pasco County
KYP,VYKP,Kyaukpyu Airport,KYP,MM,,,
KYS,GAKY,Kayes,KYS,ML,Kayes,Kayes,
KYT,VYKU,Kyauktaw,KYT,MM,Chauk,Magway,
KYU,PFKU,Koyukuk Airport,KYU,US,,,
KYX,AYYE,Yalumet,KYX,PG,,,
KYZ,UNKY,Kyzyl Airport,KYZ,RU,Kyzyl,Tyva,
KZB,,Zachar Bay SPB,KZB,US,,,
KZC,VDKH,Kompong-Chhna,KZC,KH,Kampong Chhnang,Kampong Chhnang,
KZD,VDSY,Krakor,KZD,KH,Pursat,Pursat,
KZF,AYKT,Kaintiba,KZF,PG,,,
KZG,EDGY,Kitzingen,KZG,DE,Kitzingen,Bavaria,Regierungsbezirk Unterfranken
KZH,,Kizhuyak,KZH,US,,,
KZI,LGKZ,Philippos Airport,KZI,GR,Krokos,West Macedonia,Nomos Kozanis
KZN,UWKD,Kazan International Airport,KZN,RU,Stolbishchi,Tatarstan,
KZO,UAOO,Kzyl-Orda Airport,KZO,KZ,Tasboget,Qyzylorda,
KZR,LTBZ,Zafer Airport,KZR,TR,,,
KZS,LGKJ,Kastellorizo Airport,KZS,GR,Kalkan,Antalya,
LAA,KLAA,Lamar Field,LAA,US,Lamar,Colorado,Prowers County
LAB,AYLB,Lablab,LAB,PG,,,
LAC,,Layang-Layang Airstrip,LAC,MY,,,
LAD,FNLU,Quatro de Fevereiro Airport,LAD,AO,Luanda,Luanda,
LAE,AYNZ,Nadzab Airport,LAE,PG,,,
LAF,KLAF,Purdue University,LAF,US,West Lafayette,Indiana,Tippecanoe County
LAG,,La Guaira,LAG,VE,La Guaira,Vargas,Municipio Vargas
LAH,WAEL,Labuha,LAH,ID,Labuha,Maluku Utara,
LAI,LFRO,Servel Airport,LAI,FR,Lannion,Brittany,Departement des Cotes-d'Armor
LAJ,SBLJ,Correia Pinto Airport,LAJ,BR,Lages,Santa Catarina,Lages
LAK,CYKD,Aklavik,LAK,CA,,,
LAL,KLAL,Municipal,LAL,US,Winston,Florida,Polk County
LAM,KLAM,Los Alamos,LAM,US,Los Alamos,New Mexico,Los Alamos County
LAN,KLAN,Capital Region International Airport,LAN,US,Edgemont Park,Michigan,Ingham County
LAO,RPLI,Laoag Airport,LAO,PH,San Nicolas,Ilocos,Province of Ilocos Norte
LAP,MMLP,Leon Airport,LAP,MX,El Centenario,Baja California Sur,La Paz
LAQ,HLLQ,La Braq Airport,LAQ,LY,Al Bayda',Al Jabal al Akhdar,
LAR,KLAR,General Brees Field,LAR,US,Laramie,Wyoming,Albany County
LAS,KLAS,McCarran International Airport,LAS,US,,,
LAT,,La Uribe,LAT,CO,Cota,Cundinamarca,
LAU,HKLU,Lamu,LAU,KE,Lamu,Lamu,
LAV,,Lalomalava,LAV,WS,Matavai,,
LAW,KLAW,Lawton-Fort Sill Regional Airport,LAW,US,Lawton,Oklahoma,Comanche County
LAX,KLAX,Los Angeles International Airport,LAX,US,El Segundo,California,Los Angeles County
LAY,FALY,Ladysmith,LAY,ZA,Ladysmith,KwaZulu-Natal,uThukela District Municipality
LAZ,SBLP,Bom Jesus Da Lapa,LAZ,BR,Bom Jesus da Lapa,Bahia,Bom Jesus Da Lapa
LBA,EGNM,Leeds Bradford International Airport,LBA,GB,Yeadon,England,City and Borough of Leeds
LBB,KLBB,Lubbock Preston Smith International Airport,LBB,US,,,
LBC,EDHL,Lubeck Blankensee,HAM,DE,Gross Gronau,Schleswig-Holstein,
LBD,UTDL,Khujand Airport,LBD,TJ,Chkalov,Viloyati Sughd,
LBE,KLBE,Westmoreland County Airport,LBE,US,Lawson Heights,Pennsylvania,Westmoreland County
LBF,KLBF,Lee Bird Field,LBF,US,North Platte,Nebraska,Lincoln County
LBG,LFPB,Le Bourget,PAR,FR,Gonesse,Ile-de-France,Departement du Val-d'Oise
LBH,,Palm Beach SPB,SYD,AU,Botany,New South Wales,Botany Bay
LBI,LFCI,Le Sequestre,LBI,FR,Albi,Midi-Pyrenees,Departement du Tarn
LBJ,WATO,Komodo Airport,LBJ,ID,Labuhanbajo,East Nusa Tenggara,
LBK,,Liboi,LBK,KE,Garissa,Garissa,
LBL,KLBL,Liberal Municipal Airport,LBL,US,Liberal,Kansas,Seward County
LBM,,Luabo,LBM,MZ,,,
LBN,,Lake Baringo,LBN,KE,Baringo,Baringo,
LBO,FZVI,Lusambo,LBO,CD,Lusambo,Kasai-Oriental,
LBP,,Long Banga Airfield,LBP,MY,Long Layu,North Kalimantan,
LBQ,FOGR,Lambarene,LBQ,GA,Lambarene,Moyen-Ogooue,
LBR,SWLB,Labrea,LBR,BR,Canutama,Amazonas,Canutama
LBS,NFNL,Labasa Airport,LBS,FJ,,,
LBT,KLBT,Lumberton,LBT,US,Lumberton,North Carolina,Robeson County
LBU,WBKL,Labuan Airport,LBU,MY,,,
LBV,FOOL,Libreville Airport,LBV,GA,,,
LBW,WALB,Long Bawan,LBW,ID,Sungaiboh,North Kalimantan,
LBX,RPLU,Lubang,LBX,PH,Lubang,Mimaropa,Province of Mindoro Occidental
LBY,LFRE,Montoir,LBY,FR,La Baule-Escoublac,Pays de la Loire,Departement de la Loire-Atlantique
LBZ,FNLK,Lukapa,LBZ,AO,Lucapa,Lunda Norte,
LCA,LCLK,Larnaca International Airport,LCA,CY,Meneou,Larnaka,
LCB,SWBG,Pontes e Lacerda,LCB,BR,,,
LCC,LIBN,Galatina,LCC,IT,Collemeto,Apulia,Provincia di Lecce
LCD,FALO,Louis Trichardt,LCD,ZA,Louis Trichardt,Limpopo,Vhembe District Municipality
LCE,MHLC,Goloson International Airport,LCE,HN,El Porvenir,Atlantida,
LCF,MGRD,Las Vegas,LCF,GT,Morales,Izabal,
LCG,LECO,A Coruna Airport,LCG,ES,Culleredo,Galicia,Provincia da Coruna
LCH,KLCH,Lake Charles Regional Airport,LCH,US,Prien,Louisiana,Calcasieu Parish
LCI,KLCI,Municipal,LCI,US,Gilford,New Hampshire,Belknap County
LCJ,EPLL,Lodz Lublinek Airport,LCJ,PL,Ksawerow,Lodz Voivodeship,Powiat pabianicki
LCK,KLCK,Rickenbacker International Airport,CMH,US,Obetz,Ohio,Franklin County
LCL,MULM,La Coloma,LCL,CU,San Luis,Pinar del Rio,
LCM,SACC,La Cumbre,LCM,AR,La Cumbre,Cordoba,
LCN,YBLC,Balcanoona,LCN,AU,Quorn,South Australia,Flinders Ranges
LCO,FCBL,Lague,LCO,CG,,,
LCP,,Loncopue,LCP,AR,Loncopue,Neuquen,Departamento de Loncopue
LCQ,KLCQ,Lake City,LCQ,US,Five Points,Florida,Columbia County
LCR,,La Chorrera,LCR,CO,,,
LCS,,Las Canas,LCS,CR,,,
LCT,,Shijiazhuang Luancheng Airport,LCT,CN,,,
LCV,LIQL,Lucca,LCV,IT,Capannori,Tuscany,Provincia di Lucca
LCX,ZSLD,Liancheng Airport,LCX,CN,Wenheng,Fujian,
LCY,EGLC,London City Airport,LON,GB,,,
LDA,VEMH,Malda,LDA,IN,Ingraj Bazar,West Bengal,Maldah
LDB,SBLO,Londrina Airport,LDB,BR,Londrina,Parana,Londrina
LDC,YLIN,Lindeman Island,LDC,AU,Walkerston,Queensland,Mackay
LDE,LFBT,Tarbes Ossun Lourdes Airport,LDE,FR,Juillan,Midi-Pyrenees,Departement des Hautes-Pyrenees
LDG,ULAL,Leshukonskoye,LDG,RU,Leshukonskoye,Arkhangelskaya,
LDH,YLHI,Lord Howe Island Airport,LDH,AU,Woolgoolga,New South Wales,Coffs Harbour
LDI,HTLI,Kikwetu,LDI,TZ,Lindi,Lindi,
LDJ,KLDJ,Linden,LDJ,US,Linden,New Jersey,Union County
LDK,ESGL,Hovby,LDK,SE,Lidkoping,Vaestra Goetaland,Lidkopings Kommun
LDM,KLDM,Mason County,LDM,US,Ludington,Michigan,Mason County
LDN,VNLD,Lamidanda,LDN,NP,Bhojpur,Eastern Region,Kosi Zone
LDO,SMDO,Ladouanie,LDO,SR,Brownsweg,Brokopondo,
LDR,,Lodar,LDR,YE,Lawdar,Abyan,Lawdar
LDS,ZYLD,Yichun Shi Airport,LDS,CN,Xuri,Heilongjiang Sheng,
LDU,WBKD,Lahad Datu Airport,LDU,MY,,,
LDV,LFRJ,Landivisiau,LDV,FR,Landivisiau,Brittany,Departement du Finistere
LDW,,Lansdowne,LDW,AU,,,
LDX,SOOM,St-Laurent du Maroni,LDX,GF,Albina,Marowijne,
LDY,EGAE,City of Derry Airport,LDY,GB,Eglinton,Northern Ireland,
LDZ,FALD,Londolozi Airport,LDZ,ZA,,,
LEA,YPLM,Learmonth Airport,LEA,AU,,,
LEB,KLEB,Lebanon Regional Airport,LEB,US,White River Junction,Vermont,Windsor County
LEC,SBLE,Coronel Horacio de Mattos Airport,LEC,BR,Vera Cruz,Bahia,Andarai
LED,ULLI,Pulkovo Airport,LED,RU,Dachnoye,St.-Petersburg,
LEE,KLEE,Leesburg,LEE,US,Silver Lake,Florida,Lake County
LEF,FXLK,Lebakeng,LEF,LS,,,
LEG,,Aleg,LEG,MR,,,
LEH,LFOH,Octeville,LEH,FR,Sainte-Adresse,Haute-Normandie,Departement de la Seine-Maritime
LEI,LEAM,Almeria Airport,LEI,ES,Retamar,Andalusia,Provincia de Almeria
